tweets,sentiments,clean_tweet_wordlist,clean_tweet_sentence
@ellefie @serial i will let you know if i hear of anything :) xx,1.0,"['let', 'know', 'hear', 'anyth', ':)', 'xx']",let know hear anyth :) xx
wayward pines later!:),1.0,"['wayward', 'pine', 'later', ':)']",wayward pine later :)
@yasminyasir96 yeah but it will be better if we use her official account :) like the other @pracchindesai ❤️,1.0,"['yeah', 'better', 'use', 'offici', 'account', ':)', 'like', '❤', '️']",yeah better use offici account :) like ❤ ️
@melodyspetko rock muscles! :d #ilikeit,1.0,"['rock', 'muscl', ':d', 'ilikeit']",rock muscl :d ilikeit
@blooodofoiympus @johncrossmirror far from it. being lfc fan makes me expert in spotting mental weakness and lack consistency :-),1.0,"['far', 'lfc', 'fan', 'make', 'expert', 'spot', 'mental', 'weak', 'lack', 'consist', ':-)']",far lfc fan make expert spot mental weak lack consist :-)
check this page belonging to one of our watford community housing trust enterprise cube particpants :-)... http://t.co/zwaonouxpo,1.0,"['check', 'page', 'belong', 'one', 'watford', 'commun', 'hous', 'trust', 'enterpris', 'cube', 'particp', ':-)', '...']",check page belong one watford commun hous trust enterpris cube particp :-) ...
@minseokbr follow back me pleasse :),1.0,"['follow', 'back', 'pleass', ':)']",follow back pleass :)
@hufflepuffjimin omg thats such a sweet thing to say thank you :-) yeah i used to go to saudi arabia a lot because of my dad,1.0,"['omg', 'that', 'sweet', 'thing', 'say', 'thank', ':-)', 'yeah', 'use', 'go', 'saudi', 'arabia', 'lot', 'dad']",omg that sweet thing say thank :-) yeah use go saudi arabia lot dad
"#ty! ""@dean0133: #followfriday @fredgarden8 @joeodiete1 @willowraven for being top influencers in my community this week :)""",1.0,"['ty', 'followfriday', 'top', 'influenc', 'commun', 'week', ':)']",ty followfriday top influenc commun week :)
@zouiriaii good luck for ur exam :),1.0,"['good', 'luck', 'ur', 'exam', ':)']",good luck ur exam :)
we are the one and only approve and recognized fanbase for bailona :),1.0,"['one', 'approv', 'recogn', 'fanbas', 'bailona', ':)']",one approv recogn fanbas bailona :)
it's nice seeing people changing what they need to fix. because they care. :),1.0,"['nice', 'see', 'peopl', 'chang', 'need', 'fix', 'care', ':)']",nice see peopl chang need fix care :)
"your happiness is your responsibilty. so, don't ask others to make you happy! :) #fb",1.0,"['happi', 'responsibilti', 'ask', 'other', 'make', 'happi', ':)', 'fb']",happi responsibilti ask other make happi :) fb
off to the park to get some sunlight : ),1.0,"['park', 'get', 'sunlight']",park get sunlight
my happiness. :) &lt;3 https://t.co/m1vbomyhhm,1.0,"['happi', ':)', '<3']",happi :) <3
"@saddesttiger @davedittell   good night, tiger!  sweet furry dreams!   : ) xxoo",1.0,"['good', 'night', 'tiger', 'sweet', 'furri', 'dream', 'xxoo']",good night tiger sweet furri dream xxoo
@sleekstudioz nice one :),1.0,"['nice', 'one', ':)']",nice one :)
who wants to elevate from your position? who wants a promotion! who wants the favor of god and the favor of men... :) http://t.co/coecx9bbnd,1.0,"['want', 'elev', 'posit', 'want', 'promot', 'want', 'favor', 'god', 'favor', 'men', '...', ':)']",want elev posit want promot want favor god favor men ... :)
i'm so insecure tonight :-),1.0,"[""i'm"", 'insecur', 'tonight', ':-)']",i'm insecur tonight :-)
@insertcointees @viralninja @appawarcow @alibakes @ibsdawg @andrearene @just_ge0 @justteddii @egx @mattpascual &lt;3 you guys! :),1.0,"['<3', 'guy', ':)']",<3 guy :)
"@shevoyzofficial 
@madrigaaaal  @theconconfelix 
@kalangitan  @khenlizardo  and dan
god bless you all.  meet and greet soon :)",1.0,"['dan', 'god', 'bless', 'meet', 'greet', 'soon', ':)']",dan god bless meet greet soon :)
mom + :) = horror movie,1.0,"['mom', ':)', 'horror', 'movi']",mom :) horror movi
@fvckl oh hell yeah :) i'll be expecting a text next tuesday,1.0,"['oh', 'hell', 'yeah', ':)', ""i'll"", 'expect', 'text', 'next', 'tuesday']",oh hell yeah :) i'll expect text next tuesday
@sabahulhaq you're welcome sabah :-),1.0,"['welcom', 'sabah', ':-)']",welcom sabah :-)
"match day bitchessss !!!

real madrid vs man shitty :d",1.0,"['match', 'day', 'bitchesss', 'real', 'madrid', 'vs', 'man', 'shitti', ':d']",match day bitchesss real madrid vs man shitti :d
@brianteeman @gw1992 i squashed the commits. did it still make 200 commits? :),1.0,"['squash', 'commit', 'still', 'make', '200', 'commit', ':)']",squash commit still make 200 commit :)
@smallfastloud @dangerbayley we are down in the west country this weekend so next riding day is tuesday :) sunny weekends all around,1.0,"['west', 'countri', 'weekend', 'next', 'ride', 'day', 'tuesday', ':)', 'sunni', 'weekend', 'around']",west countri weekend next ride day tuesday :) sunni weekend around
@gurmeetramrahim #ourdaughtersourpride many many congratulations to you papa ji :),1.0,"['ourdaughtersourprid', 'mani', 'mani', 'congratul', 'papa', 'ji', ':)']",ourdaughtersourprid mani mani congratul papa ji :)
@itsbecca65 thanks becca :),1.0,"['thank', 'becca', ':)']",thank becca :)
@deltadaily @deltagoodrem love the new song delta you rock :),1.0,"['love', 'new', 'song', 'delta', 'rock', ':)']",love new song delta rock :)
@jonny_ives we saw this and thought you might need an upgrade as the girls are getting bigger :) http://t.co/azdwgwapbb,1.0,"['saw', 'thought', 'might', 'need', 'upgrad', 'girl', 'get', 'bigger', ':)']",saw thought might need upgrad girl get bigger :)
"at first i did love you, but now i just wanna fuck, late night thinking of you until i got a nut :-) :v

""look... http://t.co/8yhlcb16lf",1.0,"['first', 'love', 'wanna', 'fuck', 'late', 'night', 'think', 'got', 'nut', ':-)', 'v', 'look', '...']",first love wanna fuck late night think got nut :-) v look ...
enjoy a cute baby panda! :) http://t.co/9m6rwhsqer http://t.co/uo77pigatl,1.0,"['enjoy', 'cute', 'babi', 'panda', ':)']",enjoy cute babi panda :)
@imynnx done yun :),1.0,"['done', 'yun', ':)']",done yun :)
watching joe dirt 2 :),1.0,"['watch', 'joe', 'dirt', '2', ':)']",watch joe dirt 2 :)
@lee_ball @imikerussell @socialbro ohh #happyfriday! thanks for the love team. :),1.0,"['ohh', 'happyfriday', 'thank', 'love', 'team', ':)']",ohh happyfriday thank love team :)
always be positive :). #postive #selfie https://t.co/fdfpad3wzd,1.0,"['alway', 'posit', ':)', 'postiv', 'selfi']",alway posit :) postiv selfi
"@shaggycoe good morning sharon. i really hope she is doing better today too &amp; that her medicines works. thank you, i will :) ttyl x",1.0,"['good', 'morn', 'sharon', 'realli', 'hope', 'better', 'today', 'medicin', 'work', 'thank', ':)', 'ttyl', 'x']",good morn sharon realli hope better today medicin work thank :) ttyl x
@gculloty87 @linda_regan oh fab gav she's a lovely lovely lady linda talked to her a few times on here great actress :d x,1.0,"['oh', 'fab', 'gav', 'love', 'love', 'ladi', 'linda', 'talk', 'time', 'great', 'actress', ':d', 'x']",oh fab gav love love ladi linda talk time great actress :d x
@joiredve follback :d,1.0,"['follback', ':d']",follback :d
@magicbricks answering super sonically fast :) would love to win with you for the very first time ;) #gohf,1.0,"['answer', 'super', 'sonic', 'fast', ':)', 'would', 'love', 'win', 'first', 'time', ';)', 'gohf']",answer super sonic fast :) would love win first time ;) gohf
3hrs before.. :) tym to prepare,1.0,"['3hr', '..', ':)', 'tym', 'prepar']",3hr .. :) tym prepar
@deadmau5 dieback music pack totally worth it! it's awesome :) #dota2,1.0,"['dieback', 'music', 'pack', 'total', 'worth', 'awesom', ':)', 'dota', '2']",dieback music pack total worth awesom :) dota 2
@sammyalbon morning! :),1.0,"['morn', ':)']",morn :)
i think i might endit my london photos &amp; vids into a minecon &amp; a london video :) just to look at and remember the great time. *-*,1.0,"['think', 'might', 'endit', 'london', 'photo', 'vid', 'minecon', 'london', 'video', ':)', 'look', 'rememb', 'great', 'time']",think might endit london photo vid minecon london video :) look rememb great time
@ta_radio1035 @prillybie ok... sering2 play yah min.. haha :)),1.0,"['ok', '...', 'sere', '2', 'play', 'yah', 'min', '..', 'haha', ':)']",ok ... sere 2 play yah min .. haha :)
"@btigzy @mcjamkeyper joerine scene :)))))
joshane power tandem",1.0,"['joerin', 'scene', ':)', 'joshan', 'power', 'tandem']",joerin scene :) joshan power tandem
@mcunleashed :d i can't sleep until i need to. if i try i just lay in bed bored,1.0,"[':d', ""can't"", 'sleep', 'need', 'tri', 'lay', 'bed', 'bore']",:d can't sleep need tri lay bed bore
stats for the day have arrived. 6 new followers and no unfollowers :) via http://t.co/zwiln6s729.,1.0,"['stat', 'day', 'arriv', '6', 'new', 'follow', 'unfollow', ':)', 'via']",stat day arriv 6 new follow unfollow :) via
"""i shouldn't b called a friend if i am not there when needed"" :) ...https://t.co/lfszl8ubxt",1.0,"['b', 'call', 'friend', 'need', ':)', '...']",b call friend need :) ...
"hello ligao city, albay! :-)

#concert
#bcyc
#lnhs https://t.co/3lzz3xvayp",1.0,"['hello', 'ligao', 'citi', 'albay', ':-)', 'concert', 'bcyc', 'lnh']",hello ligao citi albay :-) concert bcyc lnh
goodnight ! i love luke with all my heart :-) all my love 💜,1.0,"['goodnight', 'love', 'luke', 'heart', ':-)', 'love', '💜']",goodnight love luke heart :-) love 💜
@kyliedeville happy birthday!! enjoy your vacation!:),1.0,"['happi', 'birthday', 'enjoy', 'vacat', ':)']",happi birthday enjoy vacat :)
@satbains1 congratulations sat on your 3rd honorary degree from everyone at alacer :),1.0,"['congratul', 'sat', '3rd', 'honorari', 'degre', 'everyon', 'alac', ':)']",congratul sat 3rd honorari degre everyon alac :)
hey raspberry island  : skelo_ghost :) want to get iph0ne 6 for free? kindly check my bi0. thx https://t.co/to0ktgry0y,1.0,"['hey', 'raspberri', 'island', 'skelo_ghost', ':)', 'want', 'get', 'iph', '0ne', '6', 'free', 'kindli', 'check', 'bi0', 'thx']",hey raspberri island skelo_ghost :) want get iph 0ne 6 free kindli check bi0 thx
@aliaa08 @colors_infinity @karanjohar thank u!!  :),1.0,"['thank', 'u', ':)']",thank u :)
@_halie13_ thanks for being so great!:) ❤️😘,1.0,"['thank', 'great', ':)', '❤', '️', '😘']",thank great :) ❤ ️ 😘
@queenbiankee you deserve all of that and madadagdagan pa yan :-) congrats again :-) #bmc &lt;3,1.0,"['deserv', 'madadagdagan', 'pa', 'yan', ':-)', 'congrat', ':-)', 'bmc', '<3']",deserv madadagdagan pa yan :-) congrat :-) bmc <3
"save your money 
or use them in a good way
money is money 
it's for better life
and fun :)
have a nice day

11:11",1.0,"['save', 'money', 'use', 'good', 'way', 'money', 'money', 'better', 'life', 'fun', ':)', 'nice', 'day', '11:11']",save money use good way money money better life fun :) nice day 11:11
"when u find our ur friends ditched u ""cause of a lot of things"" :) wtf have i done im actually a nice person",1.0,"['u', 'find', 'ur', 'friend', 'ditch', 'u', 'caus', 'lot', 'thing', ':)', 'wtf', 'done', 'im', 'actual', 'nice', 'person']",u find ur friend ditch u caus lot thing :) wtf done im actual nice person
@varunkialiya23 then order some dress.. :) :),1.0,"['order', 'dress', '..', ':)', ':)']",order dress .. :) :)
@megalos_k i like your eyes :d,1.0,"['like', 'eye', ':d']",like eye :d
"@grillo_23 @sleepyjoe2 @karnage90 @richarddawkins dear person, please study before embarrassing urself. entropy works 100% w/ evolution :)",1.0,"['dear', 'person', 'pleas', 'studi', 'embarrass', 'urself', 'entropi', 'work', '100', 'w', 'evolut', ':)']",dear person pleas studi embarrass urself entropi work 100 w evolut :)
@dahlialien yes i will stay in touch :)) are you on instagram??,1.0,"['ye', 'stay', 'touch', ':)', 'instagram']",ye stay touch :) instagram
looking forward to this! always love giggle loop. two other great acts too :) https://t.co/4jwmhc45fr,1.0,"['look', 'forward', 'alway', 'love', 'giggl', 'loop', 'two', 'great', 'act', ':)']",look forward alway love giggl loop two great act :)
cheers for the mention... even if it's in the wrong section :) https://t.co/7453ua7n6y,1.0,"['cheer', 'mention', '...', 'even', 'wrong', 'section', ':)']",cheer mention ... even wrong section :)
"ty again dear eva.
i'm totally agree with you :-)))
@anvy2446 @4humanitees @sexyaf12 @kikbella @adasamper @rachellfilsoof
keep smiling u all",1.0,"['ty', 'dear', 'eva', ""i'm"", 'total', 'agre', ':-)', 'keep', 'smile', 'u']",ty dear eva i'm total agre :-) keep smile u
@iansomerhalder here in spain is morning :) good morning ian!,1.0,"['spain', 'morn', ':)', 'good', 'morn', 'ian']",spain morn :) good morn ian
"on another note, found this in camden town... :d worked to. http://t.co/mdtjgcxopb",1.0,"['anoth', 'note', 'found', 'camden', 'town', '...', ':d', 'work']",anoth note found camden town ... :d work
won't even talk to me just great :),1.0,"['even', 'talk', 'great', ':)']",even talk great :)
@ileana_official ohhh 'll wait for 28 :) luv uhh,1.0,"['ohhh', 'wait', '28', ':)', 'luv', 'uhh']",ohhh wait 28 :) luv uhh
@ambermarineart thanks for the favorite! :) make sure to keep in touch for more news of our light bulbs made from corn waste.,1.0,"['thank', 'favorit', ':)', 'make', 'sure', 'keep', 'touch', 'news', 'light', 'bulb', 'made', 'corn', 'wast']",thank favorit :) make sure keep touch news light bulb made corn wast
@hansolotto with scoups^^ they are for 17 like jren is for nuest!:d,1.0,"['scoup', '17', 'like', 'jren', 'nuest', ':d']",scoup 17 like jren nuest :d
oh lovely lovelayyy! thanks! it is ok about the kidney.. i don't want it anyway. :p https://t.co/zbo0cjqhzg,1.0,"['oh', 'love', 'lovelayyy', 'thank', 'ok', 'kidney', '..', 'want', 'anyway', ':p']",oh love lovelayyy thank ok kidney .. want anyway :p
neuer post online :) @elfcosmetics fixing spray http://t.co/v0rm1bseij,1.0,"['neuer', 'post', 'onlin', ':)', 'fix', 'spray']",neuer post onlin :) fix spray
@technobuffalo do check us out!:) http://t.co/y3xhcomvwr - untangling was never easier! #dtangle #patent #innovation,1.0,"['check', 'us', ':)']",check us :)
no class today but i traine with some friends :),1.0,"['class', 'today', 'train', 'friend', ':)']",class today train friend :)
@jorgeacisneros okay let me get my bat :)))),1.0,"['okay', 'let', 'get', 'bat', ':)']",okay let get bat :)
"no one falls in love by choice, it’s by chance... :) ♡",1.0,"['one', 'fall', 'love', 'choic', '’', 'chanc', '...', ':)', '♡']",one fall love choic ’ chanc ... :) ♡
@the_quirk  and you would have to email me on (donnae.strydom@westerncape.gov.za) -  :-) ta --- @helenzille,1.0,"['would', 'email', 'donnae.strydom@westerncape.gov.za', ':-)', 'ta']",would email donnae.strydom@westerncape.gov.za :-) ta
"@archiedait that's great to hear, we'll be sure to pass on your thanks to our staff :) -nic",1.0,"[""that'"", 'great', 'hear', ""we'll"", 'sure', 'pass', 'thank', 'staff', ':)', 'nic']",that' great hear we'll sure pass thank staff :) nic
@chordoverstreet just seen this at uni.. he has more talents :) http://t.co/enq3xuopsn,1.0,"['seen', 'uni', '..', 'talent', ':)']",seen uni .. talent :)
@msarosh uff itna miss karhy thy ap :p,1.0,"['uff', 'itna', 'miss', 'karhi', 'thi', 'ap', ':p']",uff itna miss karhi thi ap :p
@sp4nko aww love it. my kind of men :)),1.0,"['aww', 'love', 'kind', 'men', ':)']",aww love kind men :)
this #mca money tells my story :) http://t.co/i5xs6tqe9w,1.0,"['mca', 'money', 'tell', 'stori', ':)']",mca money tell stori :)
@katgraham_italy you did save their lives! :-),1.0,"['save', 'live', ':-)']",save live :-)
hey juaquin  : v3nzor99 :) want to get iph0ne 6 for free? kindly check my bi0. thx https://t.co/etzhxubtkc,1.0,"['hey', 'juaquin', 'v3nzor99', ':)', 'want', 'get', 'iph', '0ne', '6', 'free', 'kindli', 'check', 'bi0', 'thx']",hey juaquin v3nzor99 :) want get iph 0ne 6 free kindli check bi0 thx
@booogley because you're breaking out of your shell :-),1.0,"['break', 'shell', ':-)']",break shell :-)
truth. :d http://t.co/ei7vtynlox,1.0,"['truth', ':d']",truth :d
@chuckaikens fantastic. thank you :),1.0,"['fantast', 'thank', ':)']",fantast thank :)
@polarizehes heyy :) can u rt this link https://t.co/wztnf8e6co and tag michael? please. thank you,1.0,"['heyi', ':)', 'u', 'rt', 'link']",heyi :) u rt link
@mariasharapova the hashtag says it all ................ :),1.0,"['hashtag', 'say', '...', ':)']",hashtag say ... :)
